Article,a,r,1
Noun,a,a,1
Preposition,a,a,1
Verb,a,a,1
Noun,abandon,abandon,3
Verb,abandon,r,3
Adjective,abandoned,abandon,3
Verb,abandoned,abandon,3
Verb,abandoning,abandon,4
Verb,abandons,abandon,3
Noun,abbess,r,2
Noun,abbey,r,2
Noun,abbott,r,2
Verb,abduct,r,2
Verb,abducted,abduct,3
Noun,abductee,r,3
Noun,abductees,abductee,3
Verb,abducting,abduct,2
Noun,abductor,r,3
Noun,abductors,abductor,3
Verb,abducts,abduct,2
Noun,abilities,ability,4
Noun,ability,r,4
Adjective,able,r,2
Noun,able,able,2
Adverb,aboard,r,2
Preposition,aboard,aboard,2
Verb,abort,r,2
Verb,aborted,abort,3
Noun,abortion,abort,3
Noun,abortions,abortion,2
Verb,aborts,abort,1
Adjective,about,about,2
Adverb,about,about,2
Preposition,about,r,2
Adjective,above,above,2
Adverb,above,above,2
Noun,above,above,2
Preposition,above,r,2
Noun,absence,absent,2
Noun,absences,absent,3
Adjective,absent,r,2
Verb,absent,absent,2
Verb,absented,absent,3
Verb,absented,absent,3
Noun,absentee,r,3
Noun,absentees,absentee,3
Verb,absenting,absent,3
Adjective,absolute,r,3
Noun,absolute,absolute,3
Adverb,absolutely,absolute,4
Noun,absolution,absolve,4
Verb,absolve,r,2
Verb,absolved,absolve,2
Verb,absolves,absolve,2
Verb,absolving,absolve,3
Adjective,absorb,r,3
Verb,absorb,absorb,2
Verb,absorbed,absorb,3
Verb,absorbing,absorb,3
Verb,absorbs,absorb,2
Adjective,absurd,r,2
Noun,abuse,abuse,2
Verb,abuse,r,2
Verb,abused,abuse,2
Adjective,academic,academy,3
Noun,academic,academy,3
Noun,academy,r,3
Noun,accent,r,2
Verb,accent,accent,2
Adjective,accept,r,2
Verb,accept,accent,4
Adjective,acceptable,accept,3
Noun,acceptance,accept,3
Noun,access,r,2
Verb,access,access,2
Adjective,accessory,accessory,3
Noun,accessory,r,3
Noun,accident,r,3
Adjective,accidental,accident,4
Noun,accidental,accident,4
Adverb,accidentally,accident,5
Noun,accomplice,r,3
Verb,accomplish,r,3
Adjective,accomplished,accomplish,3
Adjective,according,r,3
Noun,account,r,2
Verb,account,account,2
Noun,accountant,account,3
Noun,accounting,account,3
Adjective,accurate,r,3
Noun,accusation,accuse,4
Verb,accuse,r,2
Noun,accused,accuse,3
Verb,accusing,accuse,3
Adjective,ace,ace,1
Noun,ace,r,1
Verb,ace,ace,1
Verb,achieve,r,2
Adjective,acid,acid,2
Noun,acid,r,2
Verb,acknowledge,r,3
Verb,acquaint,r,3
Noun,acquaintance,acquaint,3
Adjective,acquainted,acquaint,2
Verb,acquire,r,2
Noun,acre,r,2
Adverb,across,accross,2
Preposition,across,r,2
Noun,act,r,1
Verb,act,act,1
Adjective,acting,act,2
Noun,acting,act,2
Interjection,action,act,2
Noun,action,act,2
Verb,activated,act,4
Adjective,active,act,2
Noun,active,act,2
Noun,activities,activity,4
Noun,activity,r,4
Noun,actor,act,2
Noun,actress,act,2
Adjective,actual,r,3
Adverb,actually,actual,4
Noun,ad,r,1
Verb,add,r,1
Noun,addict,assict,2
Verb,addict,r,2
Adjective,addicted,addict,3
Noun,addiction,addict,3
Noun,addition,add,3
Adjective,additional,add,4
Noun,address,r,2
Verb,address,address,2
Verb,addressed,address,2
Verb,adjourn,r,2
Verb,adjust,r,2
Noun,adjustment,adjust,3
Verb,administer,r,4
Noun,administration,administer,5
Noun,admiral,r,3
Verb,admire,r,2
Noun,admission,admit,3
Verb,admit,r,2
Adjective,adolescent,r,4
Noun,adolescent,adolescent,4
Verb,adopt,r,2
Noun,adoption,adopt,3
Adjective,adorable,adore,4
Verb,adore,r,2
Noun,ads,ad,1
Adjective,adult,adult,2
Noun,adult,r,2
Noun,advance,advance,2
Verb,advance,r,2
Adjective,advanced,advance,2
Noun,advancement,advance,3
Noun,advantage,r,3
Verb,advantage,advantage,3
Noun,adventure,r,3
Verb,adventure,adventure,3
Verb,advertise,r,3
Noun,advertisement,advertise,4
Noun,advertising,advertise,4
Noun,advice,advise,2
Verb,advise,r,2
Adjective,advised,advise,2
Noun,advisor,advise,3
Noun,affair,r,2
Noun,affect,affect,2
Verb,affect,r,2
Adjective,affected,affect,3
Adjective,affecting,affect,3
Noun,affection,r,3
Verb,afford,r,2
Noun,affordability,afford,4
Adjective,affordable,afford,6
Adjective,afraid,r,2
Adjective,after,after,2
Adverb,after,after,2
Conjunction,after,after,2
Preposition,after,r,2
Noun,afternoon,r,3
Adverb,afterwards,r,3
Adverb,again,r,2
Preposition,against,r,2
Noun,age,r,1
Verb,age,age,1
Adjective,aged,age,2
Noun,agency,r,3
Noun,agenda,r,3
Noun,agent,r,2
Adjective,aggressive,r,3
Interjection,agh,r,1
Verb,agitate,r,3
Adjective,agitated,agitiate,4
Adverb,ago,r,2
Noun,agony,r,3
Verb,agree,r,2
Adjective,agreed,agree,2
Noun,agreement,agree,3
Interjection,ah,r,1
Interjection,aha,r,2
Adverb,ahead,r,2
Interjection,ahem,r,2
Adverb,ahold,ahold,2
Noun,ahold,r,2
Noun,aid,aid,1
Verb,aid,r,1
Noun,aim,aim,1
Verb,aim,r,1
Noun,air,r,1
Verb,air,air,1
Noun,aircraft,r,2
Noun,airline,r,2
Noun,airplane,r,2
Noun,airport,r,2
Noun,aisle,r,1
Noun,alarm,alarm,2
Verb,alarm,r,2
Noun,album,r,2
Noun,alcohol,r,3
Adjective,alcoholic,alcoholic,4
Noun,alcoholic,alcohol,4
Noun,ale,r,1
Adjective,alert,alert,2
Noun,alert,alert,2
Verb,alert,r,2
Noun,alibi,r,3
Verb,alibi,alibi,3
Adjective,alien,alien,3
Noun,alien,r,3
Verb,alien,alien,3
Adverb,alike,r,2
